Episode,total_no_of_tasks,mapped,offloaded,cancelled,Completion%,xCompletion%,URG_missed,BE_missed,available_energy
27,1500,1259,9,232,6.6000000000000005,15.333333333333332,149,790,6.941282777777585
28,500,471,10,19,71.8,3.4000000000000004,16,89,23.204702222222057
29,500,480,6,14,75.6,3.5999999999999996,15,75,21.685461111111113
30,1000,899,8,93,26.200000000000003,11.700000000000001,98,430,17.15495333333339
31,1000,924,7,69,27.0,10.299999999999999,87,471,19.3527977777778
32,1499,1269,7,223,8.67244829886591,12.875250166777851,161,792,6.746447777777774
33,500,478,10,12,62.2,2.1999999999999997,33,132,33.19968722222229
34,500,476,6,18,71.39999999999999,5.2,19,79,21.503231111111166
35,500,479,12,9,73.8,3.4000000000000004,13,92,23.242726111110994
36,500,485,4,11,69.8,4.6,18,99,22.987635
37,500,480,8,12,63.0,3.2,31,126,32.75573555555568
38,1000,916,7,77,30.599999999999998,9.3,81,443,17.86226222222225
39,1000,893,8,99,28.999999999999996,10.5,77,428,17.37815999999998
40,2000,1556,6,438,6.45,4.75,261,1076,13.605711111111095
41,1499,1250,2,247,8.338892595063376,13.875917278185456,151,768,6.807615555555622
42,500,485,6,9,73.4,4.2,16,87,21.0749294444445
43,1500,1252,7,241,6.800000000000001,16.466666666666665,147,763,6.5634405555555935
44,2000,1566,7,427,6.05,4.5,260,1102,16.190752222222162
45,1499,1253,8,238,5.870580386924616,15.543695797198131,135,803,6.4458066666668286
46,499,480,7,12,58.31663326653307,0.8016032064128256,18,174,37.21351222222222
47,1500,1283,5,212,7.466666666666668,14.933333333333335,153,799,6.4137500000000065
48,1500,1273,8,219,6.800000000000001,15.133333333333333,153,797,6.991053888888842
49,1500,1274,5,221,6.533333333333332,15.066666666666666,160,795,7.095714444444519
50,500,480,7,13,57.599999999999994,1.6,20,171,36.10007111111111
51,1500,1241,11,248,7.733333333333333,14.000000000000002,171,755,6.733829999999975
52,2000,1580,10,410,5.949999999999999,4.15,258,1130,16.52781555555565
53,2000,1597,8,395,7.95,4.15,273,1090,13.022038333333414
54,2000,1556,5,439,6.05,4.3,255,1099,12.893498333333183
55,1000,916,4,80,28.199999999999996,10.5,95,438,17.40452111111107
56,1500,1264,8,228,6.800000000000001,16.066666666666666,143,786,6.654446666666594
57,500,482,5,13,58.8,2.6,36,144,35.37188611111105
58,1500,1292,8,200,6.0,16.733333333333334,159,799,6.810698888888967
59,1000,906,8,86,29.5,9.3,73,452,18.50157999999998
60,1000,911,7,82,27.3,10.8,80,456,18.50916555555562
61,500,474,12,14,70.39999999999999,5.2,17,91,22.507400555555606
62,1000,898,8,94,27.3,12.1,85,427,17.812378888888965
63,2000,1560,15,425,7.35,4.3999999999999995,249,1091,14.377769999999918
64,500,487,5,8,59.4,1.2,19,168,36.42723277777765
65,500,485,6,9,69.0,5.800000000000001,21,96,22.567463888888877
66,1000,906,8,86,28.799999999999997,10.7,78,441,17.634573888888838
67,500,479,11,10,74.6,4.0,14,83,21.98100000000007
68,500,492,1,7,76.4,2.0,8,93,22.41115277777773
69,1000,904,5,91,28.599999999999998,11.0,91,421,17.41410944444445
70,1500,1320,7,173,8.4,15.6,166,801,6.684474444444534
71,1500,1242,6,252,6.133333333333333,15.333333333333332,153,773,6.908864999999987
72,1500,1290,9,201,5.666666666666666,16.6,179,786,6.787556111111152
73,2000,1603,10,387,8.649999999999999,4.2,245,1111,13.935137777777973
74,1500,1269,6,225,5.333333333333334,15.333333333333332,150,815,6.7180316666667395
75,500,482,7,11,70.39999999999999,4.3999999999999995,20,94,22.908782222222207
76,500,483,7,10,73.8,2.1999999999999997,13,96,23.043370555555622
77,1000,891,6,103,26.700000000000003,11.799999999999999,83,428,18.418316111111167
78,1996,1556,10,430,6.362725450901803,3.707414829659319,249,1115,15.780867777777877
79,2000,1603,4,393,6.2,4.6,259,1132,14.986910000000154
80,500,481,6,13,59.599999999999994,1.6,23,157,35.1490366666666
81,1500,1279,7,214,8.200000000000001,14.933333333333335,133,805,6.755080000000097
82,1000,888,4,108,26.900000000000002,11.1,99,413,15.956287222222443
83,500,480,3,17,59.8,2.4,33,138,32.56777388888889
84,1000,903,7,90,28.199999999999996,11.0,85,433,17.142066666666718
85,1500,1264,8,228,6.666666666666667,15.4,161,780,6.904729444444546
86,1000,905,6,89,27.200000000000003,11.5,87,437,18.561726666666644
87,500,475,12,13,70.6,3.0,19,100,23.04726388888895
88,1000,913,10,77,31.0,10.4,62,446,19.63820555555567
89,500,465,10,25,61.8,2.8000000000000003,37,115,32.72519499999998
90,500,484,8,8,57.199999999999996,2.1999999999999997,43,152,34.50239555555565
91,500,476,8,16,74.0,4.6,22,69,20.41822388888897
92,500,478,8,14,73.4,3.4000000000000004,13,87,22.51011611111097
93,500,483,4,13,70.6,4.6,10,100,23.11230555555552
94,500,480,9,11,71.39999999999999,3.8,17,96,22.711104999999986
95,500,480,8,12,69.8,5.4,25,87,21.276665555555596
96,2000,1580,9,411,7.449999999999999,3.9,246,1115,15.443043888888976
97,1500,1276,6,218,7.866666666666666,16.333333333333332,154,765,6.076345000000094
98,500,476,4,20,70.19999999999999,4.3999999999999995,15,92,23.145250555555588
99,500,476,9,15,59.8,2.8000000000000003,25,144,34.29216055555543
