Execution Time [sec],size
1.091009855,7
1.110751867,7
1.11725688,7
1.085936546,7
1.074589729,7
1.107950211,7
1.058181286,7
1.096511841,7
1.078748226,7
1.795475245,7
1.093695641,7
1.09578681,7
1.095556974,7
1.101811171,7
1.070293665,7
1.089777946,7
1.104597569,7
1.777043104,7
1.122542143,7
1.115248203,7
1.10239315,7
1.073717833,7
1.072878361,7
1.475511074,126
1.43876791,126
1.412003994,126
2.102730036,126
1.436962128,126
1.410147905,126
1.403317928,126
1.388483047,126
1.391159773,126
1.416666746,126
1.410462856,126
1.437789202,126
2.124359846,126
1.424250841,126
1.443611145,126
1.434941053,126
1.423252344,126
1.388719797,126
1.43260479,126
1.389375448,126
1.384094715,126
2.088237047,126
1.432889462,126
1.407407761,126
1.413525581,126
1.405705452,126
1.417985916,126
1.401198387,126
1.416657925,126
1.40490818,126
1.266920328,44
1.993767023,44
1.231058121,44
1.217900276,44
1.230174065,44
1.209590197,44
1.235517025,44
1.240757465,44
1.200733185,44
1.250087261,44
1.934878588,44
1.247935534,44
1.220588446,44
1.211978197,44
1.216045618,44
1.222979784,44
1.216864586,44
1.226877689,44
1.227659941,44
1.944003105,44
1.253345251,44
1.249778271,44
1.226721048,44
1.219302654,44
1.221845627,44
1.244472742,44
1.234632492,44
1.218302727,44
2.001272678,44
1.254544258,44
1.150485992,7
1.153894663,7
1.110931635,7
1.11538744,7
1.097655535,7
1.087996721,7
1.079889059,7
1.860156298,7
1.125741005,7
1.133678913,7
1.127997637,7
1.100810766,7
1.109500647,7
1.104352713,7
1.104510307,7
1.139500141,7
1.885396004,7
1.149955273,7
1.091011286,7
1.105908155,7
1.124171972,7
1.10405612,7
1.094836235,7
1.11007905,7
1.107723713,7
1.906829596,7
1.110028982,7
1.130149364,7
1.095915794,7
1.10169673,7
1.87116313,146
1.797173977,146
1.736994982,146
1.750956774,146
2.541675806,146
1.793940783,146
1.75687933,146
1.752683163,146
1.75217104,146
1.79777956,146
1.747207642,146
1.757199526,146
1.763259649,146
2.590112209,146
1.75744319,146
1.784425974,146
1.763097525,146
1.82065773,146
1.786445856,146
1.779747486,146
1.766987324,146
1.763161659,146
2.576277018,146
1.80275178,146
1.782081842,146
1.758421183,146
1.764556885,146
1.793766975,146
1.810169458,146
1.76579237,146
2.073512316,90
1.289157152,90
1.316004515,90
1.281361818,90
1.270390749,90
1.294282198,90
1.247565031,90
1.255049944,90
1.276819229,90
2.148886442,90
1.333963633,90
1.326336861,90
1.290545225,90
1.308231115,90
1.288435221,90
1.288062334,90
1.32798171,90
1.298668146,90
2.252252817,90
1.343931675,90
1.317795992,90
1.379750252,90
1.316408873,90
1.324346781,90
1.290231228,90
1.323296547,90
2.178591728,90
1.341250181,90
1.299830437,90
1.350535154,90
1.283409357,44
1.250425816,44
1.265485525,44
1.2507689,44
1.251848936,44
2.086938143,44
1.24595952,44
1.302550554,44
1.252541065,44
1.233130455,44
1.253466129,44
1.249004364,44
1.240859747,44
1.223845482,44
2.155380487,44
1.262472153,44
1.260456562,44
1.24415803,44
1.223063707,44
1.226769924,44
1.232228756,44
1.232048273,44
2.115590334,44
1.267521858,44
1.242160797,44
1.223748684,44
1.224047661,44
1.223041296,44
1.234518528,44
1.247378588,44
1.2924335,59
2.113516092,59
1.298739672,59
1.26193738,59
1.220855713,59
1.243049622,59
1.259016037,59
1.242153406,59
1.216534138,59
2.105487108,59
1.274927378,59
1.236821651,59
1.243627548,59
1.257055283,59
1.254000664,59
1.225647688,59
1.243047476,59
1.23765564,59
2.176330566,59
1.307685137,59
1.238831758,59
1.240341663,59
1.273587227,59
1.247998714,59
1.247864246,59
1.271909475,59
2.150695324,59
1.25977993,59
1.264590025,59
1.276616096,59
1.215862989,7
1.204086304,7
1.184908628,7
1.20529604,7
1.191355228,7
2.125562429,7
1.21295929,7
1.210910559,7
1.189006567,7
1.180519819,7
1.196048498,7
1.185509682,7
1.199488401,7
1.172308922,7
2.180405378,7
1.202171326,7
1.192992687,7
1.207333803,7
1.206032276,7
1.201188326,7
1.212996244,7
1.180253744,7
2.193299055,7
1.219407558,7
1.198373556,7
1.213157177,7
1.211389303,7
1.182850599,7
1.197245121,7
1.195197105,7
2.162141562,447
3.026325703,447
2.043383121,447
2.040021658,447
2.026550293,447
2.056018829,447
2.106233358,447
2.032139778,447
2.029986143,447
3.009771824,447
2.072556734,447
2.068891048,447
2.038064957,447
2.016145229,447
2.018285275,447
2.044009924,447
2.050900221,447
2.024913549,447
2.976853132,447
2.098644018,447
2.067353249,447
2.059051991,447
2.047703505,447
2.07920742,447
2.045824528,447
2.019349337,447
2.989380598,447
2.118941784,447
2.102730513,447
2.07442522,447
1.261785746,13
1.199619293,13
1.234591007,13
1.20081687,13
1.177776098,13
2.188519955,13
1.250424862,13
1.218477011,13
1.231795073,13
1.19988656,13
1.203435183,13
1.227609396,13
1.219772816,13
2.204087257,13
1.208482265,13
1.239064693,13
1.200179815,13
1.212744713,13
1.203952312,13
1.246696949,13
1.273575783,13
1.236567974,13
2.278835297,13
1.224758863,13
1.274610758,13
1.24228096,13
1.20785737,13
1.214254141,13
1.255247355,13
1.234259605,13
2.31198287,10
1.293034554,10
1.239954948,10
1.223588943,10
1.200008154,10
1.251877069,10
1.237092018,10
1.229393005,10
1.240074158,10
2.261300087,10
1.232255697,10
1.267479658,10
1.227038383,10
1.232867718,10
1.221010447,10
1.216137886,10
1.210415602,10
2.276581526,10
1.236823559,10
1.259341478,10
1.236725807,10
1.219499588,10
1.215674877,10
1.22332859,10
1.238879681,10
2.30539465,10
1.299193859,10
1.252662659,10
1.271770716,10
1.286273479,10
1.25995779,6
1.25797534,6
1.252197266,6
2.370494366,6
1.303513288,6
1.257367611,6
1.261945486,6
1.277828693,6
1.248867035,6
1.250644684,6
1.245382309,6
1.301366329,6
2.382049322,6
1.27080965,6
1.263469219,6
1.260190725,6
1.263483286,6
1.262288094,6
1.277185917,6
1.285720587,6
2.360725164,6
1.290535212,6
1.289806128,6
1.2725811,6
1.325572968,6
1.261469364,6
1.286535978,6
1.320635319,6
2.372143269,6
1.277436018,6
1.327458382,7
1.265889883,7
1.301380634,7
1.25811553,7
1.267279625,7
1.272958517,7
1.242986917,7
2.425905943,7
1.274967909,7
1.252151728,7
1.294440508,7
1.255612612,7
1.24895072,7
1.239318132,7
1.240849495,7
2.458724022,7
1.274771214,7
1.273084402,7
1.299811363,7
1.273699284,7
1.238571167,7
1.242348433,7
1.268859863,7
2.370580435,7
1.277882576,7
1.260654211,7
1.302650213,7
1.295300722,7
1.257395983,7
1.291386843,7
1.362537384,16
1.289536238,16
2.41206646,16
1.288458347,16
1.29005146,16
1.316032887,16
1.272441387,16
1.28045249,16
1.309216499,16
1.287181139,16
2.416104555,16
1.320891142,16
1.294462204,16
1.328156471,16
1.296537161,16
1.294479847,16
1.295474768,16
1.292117119,16
2.436226606,16
1.303713083,16
1.318312407,16
1.295438051,16
1.28381443,16
1.28164959,16
1.317706108,16
1.28576684,16
2.434689522,16
1.351407766,16
1.290173769,16
1.289603233,16
1.522975683,49
1.466713905,49
1.513647795,49
1.513753176,49
1.46135664,49
2.690445185,49
1.480288029,49
1.538611174,49
1.501022816,49
1.483267784,49
1.529299021,49
1.469024181,49
1.467925549,49
2.675965071,49
1.500291586,49
1.49977231,49
1.549579859,49
1.51200366,49
1.487701654,49
1.498507738,49
1.478496552,49
2.700472832,49
1.499231339,49
1.53117156,49
1.490841866,49
1.502943516,49
1.555813074,49
1.514376163,49
1.485957146,49
1.501131773,49
2.562477827,6
1.351087093,6
1.292071581,6
1.297567844,6
1.292366982,6
1.326735973,6
1.281471729,6
1.289274216,6
2.510601044,6
1.287734747,6
1.292397976,6
1.288043737,6
1.293019295,6
1.349302769,6
1.28798008,6
1.291275024,6
2.60231781,6
1.339057207,6
1.311475039,6
1.301074028,6
1.292630196,6
1.298836708,6
1.297552824,6
1.293843031,6
2.570980072,6
1.328092813,6
1.305625677,6
1.30868268,6
1.304525375,6
1.335294008,6
1.582454681,103
1.499251604,103
2.728939533,103
1.522377729,103
1.500629425,103
1.565578938,103
1.501017809,103
1.511044502,103
1.525194645,103
1.496874571,103
2.817708015,103
1.536221981,103
1.509628773,103
1.516363621,103
1.507235289,103
1.542889833,103
1.504926443,103
1.505750895,103
1.53727293,103
2.782627344,103
1.514942169,103
1.541455984,103
1.533406973,103
1.515914202,103
1.523789167,103
1.521901369,103
1.541257143,103
2.85168767,103
1.51766324,103
1.523684025,103
