Action,Rewards
2,-1.0000060266497002
2,-1.0000123551926663
2,-1.00003465893813
2,-1.0000280316737955
2,-1.0000328547934272
2,-1.0000283343155758
2,-1.0000168813947952
2,-1.0000367797506529
2,-1.0000361796013055
2,-1.0000235183090933
2,-1.0000006030575241
2,-1.000017791736814
2,-1.0000205074764406
2,-1.0000440331950198
2,-1.0000027143788872
2,-1.0000057305953158
2,-20
2,1.9999854238558075
2,-0.999995173502702
2,-0.9999852187576285
2,-1.0000277529108632
2,-1.000054604710118
2,-1.0000108606053273
2,-1.0000165925914724
2,-1.0000057320959688
2,-20
2,-1.000011465664554
2,-1.0000009052071699
2,-0.9999945685449823
2,-1.0000141823237811
2,-1.0000238390169096
2,-1.0000042246449028
2,-1.0000012070414008
2,-1.000000603533122
2,-1.0000009053504426
2,-1.0000280661425895
2,-1.0000413448650611
2,-1.0000748433656186
2,-1.0000274627450516
2,-1.0000099596748186
2,-1.0000054330781851
2,-1.0000150945408075
2,-1.0000015095515917
2,-1.0000012076695641
2,-1.0000036230549874
2,-1.0000172101220515
2,-1.0000081521920134
2,-1.0000184179675897
2,-1.0000332130113776
2,-1.0000371396882881
2,-1.0000135879512893
2,-1.0000120787019964
2,1.999985555363024
2,1.9999855543369722
2,1.9999855539615623
2,1.9999854077049024
2,1.999985552801878
2,1.9999855519758376
2,1.9999854052017496
2,1.9999854043588041
2,1.999985403524222
2,1.9999855486626783
2,1.9999855478279642
2,1.999985546993184
2,1.999985546158337
2,1.999985539074075
2,1.9999855371623407
2,1.9999855317043174
2,1.9999855289402284
2,1.9999855208579695
2,1.9999853670619616
2,1.999985487770979
2,1.9999854820430039
2,1.9999853333628892
2,1.999985467949222
2,1.9999854595620847
2,1.9999854540374062
2,1.9999854337325838
2,1.9999854326692839
2,1.9999854275952265
2,1.99998542255382
2,1.999985412286708
2,1.9999854122184126
2,1.9999854052231043
2,1.9999854035549662
2,1.9999852528948272
2,1.9999853867288693
2,1.9999853847188755
2,1.9999853668777803
2,1.9999853584630032
2,1.9999853544260109
2,1.9999853451177172
2,1.9999853393340148
2,1.9999853337152393
2,1.999985329283862
2,1.9999853251870654
2,1.9999853035379895
2,1.9999853002299572
2,1.9999852957934803
2,1.9999852561531286
2,1.9999852490146455
2,1.9999852489789782
2,1.999985235589399
2,1.9999852307597397
2,1.9999852262942701
2,1.9999852122394763
2,1.9999850619387194
2,1.999985053879565
2,1.9999851984341421
2,1.9999851920907277
2,1.999985184895884
2,1.9999851804920028
2,1.9999851684749377
2,1.9999851668187296
2,1.999985166796765
2,1.9999851565643174
2,1.9999851510689923
2,1.9999851501255828
2,1.999984986848206
2,1.999985118123969
2,1.999985110256119
2,1.9999850990644776
2,1.9999850971578774
2,1.999985093545716
2,1.9999850834460446
2,1.9999850834198845
2,1.9999850762203708
2,1.9999850741284604
2,1.999985057159188
2,1.999985048724346
2,1.9999850200985552
2,1.9999849556052849
2,1.9999849555951037
2,1.9999849546583899
2,1.9999849302535069
2,1.9999847244167983
2,1.99998487622846
2,1.9999847145198824
2,1.9999848359881602
2,1.9999848328347805
2,1.9999848261899411
2,1.9999848216655574
2,1.9999847978566418
2,1.9999847875899925
2,0.9997612748496089
2,0.999472596446218
2,0.9990903475454876
2,1.9999846189477164
2,1.9999846180148464
2,0.9992746063148764
2,0.9997366635198824
2,1.9999847023264836
2,1.9999846931528227
2,1.9999846930360243
2,0.9997220477401254
2,0.9997120775878987
2,0.9997175829071334
2,0.9995258007180374
2,1.9999846653702555
2,1.9999846648663298
2,1.9999846563637347
2,-20
2,0.9997087889255664
2,0.9997093694919825
2,0.9995627508133299
2,0.9997100140728586
2,-20
2,0.9995657337551468
2,0.9997164934223274
2,-20
2,-20
2,-20
2,-20
2,-20
2,1.9999846136858683
2,-20
2,-20
2,1.9999846055811055
2,0.9997173855600121
2,0.7179644281071463
2,0.610455265158207
2,0.45686165654613986
2,0.3132668049245496
2,1.9999845544858061
2,1.9999845384835409
2,1.999984427430292
2,1.9999842649372643
2,1.9999842634237093
2,1.9999842009620605
2,1.9999843538321114
2,1.9999843154754298
2,1.9999842972480462
2,1.999984225148634
2,1.999984184259477
2,1.9999841801201852
2,1.9999840148102357
2,1.999984160341478
2,1.999984126101245
2,1.9999840989942475
2,0.999710749738701
2,0.9993322287023642
2,0.9994860365914862
2,0.9997241505855932
2,0.9994830703047884
2,0.9996004549211177
2,1.9999839890155842
2,1.9999839752626494
2,0.9993415433351657
2,0.998800225920227
2,1.99998384061028
2,1.9999838080093846
2,1.9999837797994122
2,1.9999837063646957
2,1.99998370250543
1,1.9980614320987655
3,-10
0,-0.1
0,-0.1
1,1.9979911728395061
1,1.998050024691358
2,1.9999877777777777
1,-10.001107255703072
2,1.9999877739926641
0,-0.1
4,2.0
4,2.0
1,-20
1,-20
3,-10
0,-0.1
3,-10
4,2.0
1,-20
1,-20
1,-20
2,1.9999876407898163
1,-20
1,-20
2,1.9999877580766277
1,-20
1,-20
2,1.9999877560831574
3,-10
0,-0.1
1,-20
2,1.9999877539394002
3,-10
0,-0.1
1,-10.000902987505546
3,-10
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000093815057477
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-9.999949361964296
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000104911080435
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.00038259561461
1,-20
1,-10.000081523257599
1,-10.000002519482575
1,-20
1,-20
1,-10.000378206301619
1,-20
1,-20
1,-20
1,-20
1,-9.999996392758122
1,-10.000301690102
1,-10.000017502580006
1,-20
1,-20
1,-20
1,-10.000079274387303
1,-10.000168040006837
1,-20
1,-20
1,-10.000579386836886
1,-9.999704033837306
1,-20
1,-10.00050105261216
1,-20
1,-9.999540039460326
1,-20
1,-20
1,-20
1,-10.000774605829974
1,-9.999885627449048
1,-20
1,-20
1,-10.000264021108816
1,-9.999924279364862
1,-20
1,-20
1,-20
1,-20
1,-10.000438724585006
1,-10.000029442767703
1,-20
1,-20
1,-10.000240098152707
1,-9.999305065453147
1,-20
1,-20
1,-10.00081519226305
1,-9.99980110750814
1,-20
1,-20
1,-10.000290371292799
1,-9.999867214388322
1,-20
1,-20
1,-10.000244486125194
1,-9.99985889396295
1,-20
1,-20
1,-10.000482325213653
1,-9.999630629579972
1,-10.000156831937103
1,-10.000225944316165
1,-20
1,-20
1,-20
1,-20
1,-10.0002884915206
1,-10.00018299287096
1,-9.999779820920944
1,-10.000225060302746
1,-20
1,-20
1,-20
1,-20
1,-10.000312835925127
1,-20
1,-9.999856048310985
1,-10.000409765293798
1,-9.99999208430512
1,-20
1,-20
1,-10.000485549033247
1,-9.99991629418603
1,-20
1,-20
1,-20
1,-10.000007661692774
1,-10.00011732543995
1,-20
1,-20
1,-10.00051613192768
1,-9.99956409151823
1,-10.000417587556404
1,-10.000066079936163
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000021619384682
1,-10.000070518164632
1,-10.00010345757048
1,-20
1,-20
1,-10.000170583179518
1,-9.999915256163973
1,-10.000032126661287
1,-20
1,-20
1,-20
4,2.0
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.00041646786432
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.00014123380249
1,-9.999679225399218
1,-10.000021756885966
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000443842074873
1,-10.000233308697407
1,-9.999718128045961
1,-10.000341993452171
1,-20
1,-10.000371620803046
1,-20
1,-20
1,-20
1,-20
1,-9.999922582829477
1,-10.000365513637426
1,-9.999906772783055
1,-20
1,-10.000676066762992
1,-10.000063825793516
1,-20
1,-20
1,-20
1,-20
1,-10.000034957492176
1,-10.000095781654165
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000109404659876
1,-20
1,-10.000144696697431
1,-20
1,-9.999864869996207
1,-10.000385542762356
1,-9.99984581267111
1,-20
1,-20
1,-10.00060626225001
1,-9.999637052758034
1,-20
1,-20
1,-20
1,-10.000353397820227
1,-10.000143169973606
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000125812767257
1,-9.999916534430136
1,-10.000016258298999
1,-20
1,-10.000427533027109
1,-20
1,-9.999984099571444
1,-10.000072971609622
1,-9.999999337482144
1,-20
1,-20
1,-20
1,-20
1,-10.000131126330942
1,-10.000067601644224
1,-9.999891124221612
1,-10.000235012350911
1,-20
1,-20
1,-20
1,-10.00015990680483
1,-20
1,-10.000393206811692
1,-10.000076989551976
1,-20
1,-20
1,-20
1,-9.999651670452582
1,-20
1,-20
1,-10.000602520535514
1,-20
1,-20
1,-10.00004286164594
1,-20
1,-9.999891852598559
1,-10.000691666948953
1,-20
1,-20
1,-20
1,-20
1,-0.9938515458466058
1,-20
1,1.997756519658361
1,-0.9954482473304278
1,-20
1,-20
1,-20
1,1.9979061889621923
1,-0.9957759513782886
1,-20
1,-1.000138348467324
1,-1.0000322422275543
1,-1.0000216902258092
1,-1.000059403861676
1,-1.0000001954074398
1,-1.0000085979273479
1,-1.0000340008945119
1,1.9979312280292552
1,-0.9959974694121492
1,-1.0000511967492074
1,-1.0002376154467034
1,-20
1,-1.000048733417029
1,1.997723622300104
1,-10.00086774854404
1,-0.9936644600696983
1,1.9976714615036446
1,-20
1,-20
1,-20
1,-10.000839478250924
1,-0.9937662410039467
1,-1.0000041146924066
1,1.997888466570857
1,-10.001062113785256
1,-0.9935667084787585
1,-1.0000113665856836
1,-20
1,-20
1,-1.0000786423137338
1,-1.0000472640215265
1,-1.0000959008569563
1,-1.0000682484626193
1,-1.0000270640455216
1,1.997725355477836
1,-10.001001273873392
1,-10.000081734682615
1,-10.000066463455193
1,-20
1,-10.000343739386725
1,-20
1,-9.999944312886782
1,-10.000155196921675
1,-9.999984889154915
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000206217398997
1,-10.000409349731717
1,-20
1,-20
1,-20
1,-9.999517050180208
1,-10.000580369296124
1,-10.000027418595032
1,-20
1,-10.000260027166359
1,-10.000012092037126
1,-20
1,-20
1,-10.000034841531805
1,-9.999704291585141
1,-20
1,-20
1,-10.000557853017286
1,-20
1,-9.999940198842976
1,-10.000235561284287
1,-9.999543902945444
1,-10.000461624619776
1,-10.000089102481278
1,-20
1,-10.00034165553138
1,-10.000134835904907
1,-9.999759174208865
1,-20
1,-10.000314500871696
1,-20
1,-9.99997848596735
1,-10.000292625556945
1,-9.999828554933348
1,-20
1,-20
1,-10.000394561179252
1,-9.999796726446055
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000007903488964
1,-10.000299161693366
1,-20
1,-20
1,-10.00036072804658
1,-9.999789697404742
1,-10.000185980558
1,-10.000073784302261
1,-20
1,-20
1,-20
1,-10.000327564299043
1,-9.999934310925086
1,-10.000031425026895
1,-10.000146097485768
1,-20
1,-20
1,-20
1,-10.000014809286593
1,-10.00006247361298
1,-10.000031089694371
1,-20
1,-10.000154746978396
1,-10.000125121378273
1,-20
1,-20
1,-20
1,-9.999813979544863
1,-20
1,-10.00052996738606
1,-20
1,-9.999926507984433
1,-10.000213923301382
1,-9.999992823345128
1,-20
1,-10.000084981891565
1,-10.00010841838078
1,-20
1,-20
1,-20
1,-9.999889242262771
1,-10.00033059805018
1,-20
1,-20
1,-20
1,-10.000251367778663
1,-10.000120028767922
1,-10.000154055000406
1,-20
1,-10.000311791054253
1,-20
1,-20
1,-20
1,-20
1,-9.99981702985742
1,-10.000367040600361
1,-20
1,-10.000089180119707
1,-20
1,-20
1,-20
1,-20
1,-9.999773098950623
1,-10.000437049684013
1,-20
1,-20
1,-10.000364610826265
1,-9.999428285049945
1,-10.000336577325632
1,-20
1,-10.000241831402265
1,-20
1,-20
1,-20
1,-10.000078627371984
1,-9.999916595268706
1,-10.000135358513795
1,-10.00009714262542
1,-10.000058347184341
1,-10.00008224364209
1,-10.000022906427187
1,-10.000003885927104
1,-20
1,-10.000643149771886
1,-10.000047360231187
1,-9.99969865642568
1,-10.000551841866303
1,-20
1,-20
1,-20
1,-10.00008221941198
1,-20
1,-20
1,-10.000521240335667
1,-9.999497268198324
1,-20
1,-20
1,-10.001109931798124
1,-20
1,-9.999501683760371
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.0005653454994
1,-9.99994193857522
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000087040703095
1,-10.000075656907436
1,-20
1,-10.000042727713396
1,-10.000082129920797
1,-9.999798527578994
1,-20
1,-10.000425269629591
1,-10.000202694217935
1,-9.999650443994462
1,-10.000448117684446
1,-20
1,-10.00031538691188
1,-20
1,-20
1,-10.000275456704657
1,-9.99991438098024
1,-9.999539950431492
1,-20
1,-10.00071454759669
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000029815697017
1,-9.999984585081814
1,-9.999892906884183
1,-20
1,-10.000321228850067
1,-20
1,-9.999814544291603
1,-10.000722536251981
1,-9.999855249129626
1,-20
1,-20
1,-20
1,-10.000159211944476
1,-10.00008016478889
1,-20
1,-20
1,-20
1,-20
1,-10.000041762469088
1,-10.000015278952105
1,-9.999984312554
1,-10.000166818296552
1,-10.000220667240459
1,-10.000041894100471
1,-10.000090107992254
1,-20
1,-20
1,-10.000462895446843
1,-20
1,-9.999845712141418
1,-20
1,-20
1,-10.000346526441747
1,-20
1,-9.999410768691687
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000631877749953
1,-9.999910199840105
1,-20
1,-10.000265543502247
1,-10.000317606836534
1,-20
1,-20
1,-20
1,-9.999634666196053
1,-10.000496029819669
1,-20
1,-20
1,-10.000529983776612
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-9.99952245064966
1,-10.00001777453477
1,-20
1,-10.00084866103785
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000251158137125
1,-9.999654644678907
1,-10.00055930866236
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000269681890002
1,-20
1,-9.999848359110068
1,-10.000240537389825
1,-20
1,-10.000037973870114
2,1.9999853478802896
1,-9.999631180986682
1,-10.000430273339832
1,-20
1,-10.00036255545851
1,-10.000026952839848
1,-9.999728916629985
1,-20
1,-10.00031523065953
1,-20
1,-20
1,-10.00024014445361
1,-9.999864122751788
1,-9.999878042898011
1,-10.000440444436542
1,-20
1,-20
1,-20
1,-10.00001383445557
1,-10.000103290333698
1,-10.000133351669486
1,-10.000118056652733
1,-10.000391360978083
1,-10.000033123771274
1,-20
1,-20
1,-20
1,-10.000159780107554
1,-20
1,-20
1,-10.000512972872938
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-9.999971478900568
1,-20
1,-9.999793320965368
1,-20
1,-20
1,-20
1,-20
1,-10.00034914617959
1,-20
1,-20
1,-20
1,-10.00028236979856
1,-9.999851687726443
1,-10.000238452595294
1,-20
1,-20
1,-10.000148285251353
1,-20
1,-20
1,-20
1,-20
1,-9.99994025173417
1,-10.000174414533468
1,-9.99977519442787
1,-20
1,-20
1,-10.000954499247351
1,-9.999579831113254
1,-20
1,-10.000590986776386
1,-10.000103598856512
1,-20
1,-20
1,-20
1,-20
1,-10.000083579601442
1,-10.000027754337347
1,-20
1,-20
1,-10.000157574010984
1,-9.999864751437988
1,-10.000168279864512
1,-10.000096625231892
1,-20
1,-20
1,-10.000413863150035
1,-9.999875163978261
1,-10.000123056117484
1,-20
1,-10.00012840337397
1,-20
1,-20
1,-20
1,-10.000029059554116
1,-9.999862020146333
1,-10.000213598328429
1,-20
1,-10.000092110632394
1,-10.00003194583144
1,-9.999878796878722
1,-10.000253531591328
1,-10.00001699418927
1,-20
1,-10.000367340508246
1,-10.000028469420535
1,-9.999631906061028
1,-20
1,-10.000469959444384
1,-20
1,-20
1,-10.000097003332867
1,-9.999958573871007
1,-9.999870077436062
1,-20
1,-10.000421911953264
1,-20
1,-20
1,-10.000105204863422
1,-9.999922188905472
1,-9.999916326425748
1,-20
1,-20
1,-20
1,-20
1,-10.000330701325327
1,-20
1,-20
1,-10.000767308788348
1,-9.999601985924174
1,-9.99952703799466
1,-20
1,-10.001073371015282
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-9.999964724757067
1,-10.000468764018553
1,-9.999774302776977
1,-20
1,-20
1,-20
1,-10.000287612576045
1,-10.000083922774055
1,-20
1,-20
1,-10.000501517905406
1,-9.999947202982085
1,-20
1,-10.000142839263793
1,-10.00005197112196
1,-20
1,-20
1,-20
1,-9.999816986136135
1,-10.000307898987232
1,-10.000019096451155
1,-10.0000397127093
1,-10.000069389326306
1,-10.000022027091953
1,-20
1,-10.000073106024006
1,-20
1,-9.99996392644611
1,-20
1,-10.00014920122401
1,-10.000070988386572
1,-9.999956441746919
1,-10.000051340372739
1,-20
1,-10.000253588861645
1,-10.000042837270577
1,-9.999768613833927
1,-10.00034768643136
1,-20
1,-10.00032685743929
1,-20
1,-9.999996966938856
1,-10.000066510697943
1,-20
1,-10.0001630042847
1,-20
1,-20
1,-20
1,-10.000054812933849
1,-9.999739177267251
1,-20
1,-10.000421909079021
1,-20
1,-9.99996055953247
1,-20
1,-10.00019496880002
1,-10.000308754939162
1,-20
1,-20
1,-10.000340736054495
1,-9.999522012461059
1,-20
1,-10.00065604705906
1,-20
1,-20
1,-10.000416539626936
1,-20
1,-9.999295750837165
1,-10.00083381267125
1,-20
1,-20
1,-10.000142885183234
1,-20
1,-20
1,-20
1,-20
1,-9.999993761675222
1,-10.000113712621816
1,-20
1,-20
1,-10.000681906476284
1,-9.999400716203183
1,-10.000358101928688
1,-20
1,-20
1,-20
1,-20
1,-10.000508140261525
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-9.999877606917456
1,-10.000457242081955
1,-9.999774018162958
1,-20
1,-20
1,-20
1,-10.000344498018142
1,-10.000042718194644
1,-20
1,-20
1,-20
1,-20
1,-10.000206743865999
1,-10.000002866848275
1,-9.999981796926336
1,-10.000047116340454
1,-20
1,-20
1,-20
1,-10.000058646063628
1,-10.000050915595612
1,-10.0000426321473
1,-20
1,-10.000301666859452
1,-10.000151480545027
1,-9.999745043817398
1,-20
1,-10.000358133944903
1,-20
1,-20
1,-10.000084894562919
1,-20
1,-9.999836852444783
1,-10.000559552918505
1,-20
1,-10.00004753732781
1,-10.000078039465677
1,-9.999463589524986
1,-20
1,-20
1,-20
1,-10.000847401813218
1,-10.000129730672066
1,-10.000062776786837
1,-10.000260218114642
1,-20
1,-10.000258351598157
1,-10.000384745066341
1,-20
1,-10.000011024417756
1,-20
1,-20
1,-20
1,-20
1,-9.999493516275573
1,-20
1,-20
1,-10.000945822069488
1,-20
1,-20
1,-20
1,-20
1,-9.99961919066041
1,-10.00063598049562
1,-9.999525586279375
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000816128098446
1,-9.999722505243671
1,-20
1,-20
1,-20
1,-10.000120791133568
1,-10.000233731404231
1,-20
1,-10.000198140035915
1,-10.000104573907844
1,-9.999811182879608
1,-10.000240567801283
1,-20
1,-10.000237404371973
1,-20
1,-20
1,-10.000353289353324
1,-9.99981727964656
1,-20
1,-20
1,-10.000644168624069
1,-20
1,-9.999687266770515
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000564384184257
1,-9.999792389664329
1,-20
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.0001684618156
1,-10.000160321378871
1,-20
1,-20
1,-10.00031907337328
1,-9.999862591317786
1,-10.000084550482384
1,-20
1,-0.9925606378329009
1,-20
1,-20
1,-20
1,-20
1,1.9974557444998364
1,-0.9948000765729897
1,1.9975011067552437
1,-10.001241451524862
1,-20
1,-10.00029065336908
1,-10.000048688127816
1,-0.9923100307293764
1,1.9971649781315939
1,-20
1,-20
1,-20
1,-10.001182452944969
1,-10.000048781911046
1,-10.000061062671868
1,-20
1,-10.000384918730022
1,-20
1,-20
1,-20
1,-10.000052169674202
1,-20
1,-10.000022330658833
1,-10.000232825223387
1,-20
1,-10.000037785220142
1,-10.000034825148836
1,-10.000120815110549
1,-20
1,-20
1,-10.000290571936667
1,-9.999842685675269
1,-10.0001082844017
1,-20
1,-10.000488280753192
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000422576078995
1,-9.999699992748472
1,-9.99973974170467
1,-20
1,-20
1,-10.001378963536474
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000113257260933
1,-9.999363344716967
1,-10.000432447267382
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000482802672828
1,-20
1,-9.999779029573297
1,-10.000269343785526
1,-9.999709067149796
1,-20
1,-20
1,-20
1,-20
1,-20
1,-10.000695613988094
1,-9.999688141153227
1,-10.000261170151369
1,-10.000060465687989
1,-20
1,-20
1,-10.000171176171994
1,-9.999976373518885
1,-10.00001308721748
1,-10.000145702771126
1,-20
1,-20
1,-20
1,-10.000011706592286
1,-10.00017084670326
1,-10.000173164840346
1,-10.000017048286146
1,-10.00006274551175
1,-20
1,-10.00068096179007
1,-20
1,-20
1,-20
1,-10.000031709910296
1,-9.99982447908109
1,-20
1,-10.000223788968711
1,-20
1,-20
1,-20
1,-20
