Action,Rewards,Gain,Loss
1,0.8565763438033849,0.9409333333333355,0.08435698952995059
1,0.8984565270344054,1,0.10154347296559463
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
4,-0.2,,
4,-0.2,,
1,0.7461439582835528,0.8473333333333357,0.10118937504978284
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
1,0.6442730183743351,0.7200000000000026,0.07572698162566752
3,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
4,-0.2,,
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.9243864143636801,-1.0,-0.07561358563631988
0,-0.9138807252811239,-1.0,-0.0861192747188761
0,-1.0383041649966993,-1.0,0.03830416499669923
0,-1.0019254866483136,-1.0,0.0019254866483135477
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
1,0.002991203393461747,0.08799999999999955,0.0850087966065378
1,0.14041212610223996,-1.0,-1.14041212610224
4,-0.2,,
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
2,-0.900047327875785,-1.0,-0.09995267212421505
5,-0.2,,
2,-1.0154534168314322,-1.0,0.015453416831432136
5,-0.2,,
0,-0.9985495683428715,-1.0,-0.0014504316571285851
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-0.8917063778064358,-1.0,-0.10829362219356416
5,-0.2,,
0,-1.0051772733822826,-1.0,0.005177273382282471
4,-0.4,,
0,-1.0025697239129567,-1.0,0.0025697239129567158
1,-1.0,-1.0,0.0
1,-1.0,-1.0,0.0
4,-0.2,,
0,-1.0148048721707732,-1.0,0.014804872170773219
2,-0.88709493949582,-1.0,-0.11290506050418007
1,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0022846533344747,-1.0,0.00228465333447468
2,-0.9082773747791202,-1.0,-0.09172262522087979
2,-1.0,notEmpty,0
0,-1.0218707235384357,-1.0,0.02187072353843558
2,-0.8867711721814122,-1.0,-0.11322882781858779
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0011635301560793,-1.0,0.0011635301560793047
2,-0.8884070684408195,-1.0,-0.1115929315591805
5,-0.2,,
0,-1.0020491862642251,-1.0,0.0020491862642250227
1,-1.0,-1.0,0.0
1,-1.0,-1.0,0.0
4,-0.2,,
0,-1.0122894015871775,-1.0,0.012289401587177541
2,-0.8860777914768708,-1.0,-0.11392220852312918
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.8835379025489322,-1.0,-0.11646209745106786
0,-0.8936275130367086,-1.0,-0.10637248696329138
0,-0.8945143577714514,-1.0,-0.10548564222854856
0,-0.8951218813298973,-1.0,-0.10487811867010265
0,-0.8955408630943428,-1.0,-0.10445913690565718
0,-0.898047770651608,-1.0,-0.10195222934839197
0,-0.9019443010609507,-1.0,-0.09805569893904927
0,-0.9053869345588108,-1.0,-0.09461306544118922
0,-0.9088016359390412,-1.0,-0.0911983640609588
5,-0.2,,
0,-1.0258651409250987,-1.0,0.02586514092509883
2,-0.888215665245955,-1.0,-0.111784334754045
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.8849205903772848,-1.0,-0.11507940962271526
0,-0.8897341010226205,-1.0,-0.11026589897737948
0,-0.8911287186593625,-1.0,-0.1088712813406375
0,-0.8921869461123677,-1.0,-0.1078130538876323
5,-0.2,,
0,-1.0100706811256193,-1.0,0.010070681125619303
4,-0.4,,
2,-0.8853806830732897,-1.0,-0.1146193169267103
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0059295599574296,-1.0,0.005929559957429583
2,-0.8896154597986393,-1.0,-0.11038454020136068
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0020296343598276,-1.0,0.0020296343598276557
2,-0.9024476174121566,-1.0,-0.09755238258784338
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
0,-1.0183324231384632,-1.0,0.018332423138463092
2,-0.9307310354901261,-1.0,-0.06926896450987385
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0464691511576025,-1.0,0.046469151157602424
2,-0.8890758972065933,-1.0,-0.11092410279340671
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0043579490385806,-1.0,0.004357949038580584
2,-0.8905693511202738,-1.0,-0.10943064887972624
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0053733505893516,-1.0,0.005373350589351525
2,-0.8890505355795129,-1.0,-0.11094946442048716
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0036533380790398,-1.0,0.003653338079039774
2,-0.8933006460587315,-1.0,-0.10669935394126855
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0085021039738962,-1.0,0.008502103973896178
2,-0.9001322536203749,-1.0,-0.09986774637962517
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0153823908759487,-1.0,0.01538239087594864
2,-0.8930286126125285,-1.0,-0.1069713873874715
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.00847908519208,-1.0,0.008479085192079946
0,-1.006906585328273,-1.0,0.0069065853282730735
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-0.8859459479151066,-1.0,-0.11405405208489337
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0017978037787,-1.0,0.001797803778700125
2,-0.9032672590607483,-1.0,-0.09673274093925163
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
0,-1.0203556997494094,-1.0,0.020355699749409508
2,-0.905404446676177,-1.0,-0.09459555332382294
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0226686914878598,-1.0,0.0226686914878597
2,-0.8923769812378162,-1.0,-0.10762301876218378
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0095799148237,-1.0,0.009579914823699909
2,-0.8961199952496232,-1.0,-0.10388000475037684
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0124302275533865,-1.0,0.012430227553386545
2,-0.8960420754022214,-1.0,-0.10395792459777861
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0122105924480234,-1.0,0.012210592448023352
2,-0.8993229566119214,-1.0,-0.10067704338807862
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0168423049250233,-1.0,0.01684230492502319
2,-0.9196837127752536,-1.0,-0.08031628722474635
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0369625692528028,-1.0,0.03696256925280279
2,-0.8844090746110947,-1.0,-0.11559092538890528
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0033390762602892,-1.0,0.0033390762602891256
2,-0.8955201014055081,-1.0,-0.10447989859449197
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.014588206478843,-1.0,0.01458820647884288
2,-0.8841460719821397,-1.0,-0.11585392801786028
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0027867634250611,-1.0,0.0027867634250610496
2,-0.8927371205775546,-1.0,-0.10726287942244542
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
0,-1.0125682216987244,-1.0,0.012568221698724439
0,-1.0096002833843531,-1.0,0.009600283384353233
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-0.8812860258848478,-1.0,-0.11871397411515211
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
3,-1.0,-1.0,0.0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-1.0000291963087298,-1.0,2.9196308729671378e-05
2,-0.8873998794223674,-1.0,-0.11260012057763259
5,-0.2,,
0,-1.0054457064779256,-1.0,0.005445706477925647
2,-0.8832093057100115,-1.0,-0.11679069428998845
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.883081811922065,-1.0,-0.11691818807793501
0,-0.8838608788058079,-1.0,-0.11613912119419215
0,-0.884160394717807,-1.0,-0.11583960528219295
0,-0.8885289438733062,-1.0,-0.11147105612669383
0,-0.8890403125035485,-1.0,-0.1109596874964515
0,-0.8918893663006133,-1.0,-0.10811063369938667
0,-0.893094735214756,-1.0,-0.10690526478524397
0,-0.8943804620565085,-1.0,-0.10561953794349155
0,-0.894986799146653,-1.0,-0.10501320085334702
0,-0.8952497887279205,-1.0,-0.1047502112720795
0,-0.8978431582098639,-1.0,-0.10215684179013605
0,-0.8997790537386388,-1.0,-0.1002209462613612
0,-0.9016053702752187,-1.0,-0.09839462972478126
0,-0.9026134970034108,-1.0,-0.09738650299658928
0,-0.9026865496648738,-1.0,-0.09731345033512616
0,-0.9034316868117986,-1.0,-0.0965683131882013
0,-0.9035047394732618,-1.0,-0.09649526052673818
0,-0.9038846133128704,-1.0,-0.0961153866871296
5,-0.2,,
0,-1.025137420809486,-1.0,0.025137420809486218
2,-0.8808072775566465,-1.0,-0.11919272244335356
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.8792421941417833,-1.0,-0.12075780585821667
0,-0.8805688474648987,-1.0,-0.11943115253510125
0,-0.8826652882446839,-1.0,-0.11733471175531612
0,-0.8838234618223273,-1.0,-0.11617653817767269
0,-0.8839920567102123,-1.0,-0.1160079432897877
5,-0.2,,
0,-1.0057981981007345,-1.0,0.005798198100734563
2,-0.8837868107597435,-1.0,-0.11621318924025652
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
0,-0.882392947939999,-1.0,-0.11760705206000097
0,-0.8839450316934989,-1.0,-0.11605496830650111
0,-0.887202200209813,-1.0,-0.11279779979018704
0,-0.8874076072333644,-1.0,-0.11259239276663556
0,-0.8875323186405206,-1.0,-0.11246768135947943
0,-0.8876643660128034,-1.0,-0.11233563398719665
0,-0.8883832905952331,-1.0,-0.11161670940476688
0,-0.8891755748289312,-1.0,-0.11082442517106887
0,-0.8900705625744049,-1.0,-0.10992943742559512
