Execution Time [sec],size
1.793563843,559
1.223925591,559
2.770951748,498
1.359177589,498
1.341516733,498
1.33299613,498
1.337345362,498
1.341741085,498
1.339439392,498
1.342291832,498
1.946892977,498
1.33540535,498
1.346867561,498
1.33503747,498
1.342115641,498
1.332478285,498
1.341641665,498
1.33238101,498
1.344075918,498
1.944564819,498
1.376670122,498
1.376638412,498
1.400439501,498
1.395697355,498
1.40124774,498
1.39302969,498
1.385552883,498
1.388628244,498
1.998397827,498
1.386500835,498
1.385059118,498
1.383315802,498
1.110117197,7
0.722173452,7
0.717155695,7
0.727494478,7
0.719452858,7
0.725404263,7
1.345613241,7
0.735228777,7
0.725578308,7
0.731531143,7
0.725126743,7
0.724601269,7
0.745759487,7
0.729044199,7
0.720458269,7
1.348443747,7
0.734472752,7
0.730280399,7
0.729572296,7
0.733656406,7
0.73148489,7
0.726755857,7
0.731724501,7
0.729455709,7
1.392048597,7
0.750496864,7
0.746103048,7
0.741732359,7
0.738805532,7
0.740334749,7
1.490461826,126
0.918589354,126
0.921555519,126
0.907644033,126
1.583277225,126
0.927592278,126
0.918657541,126
0.921828747,126
0.929726839,126
0.916606426,126
0.929170847,126
0.945614576,126
0.946468353,126
1.618417025,126
0.967053175,126
0.980507851,126
0.956136703,126
0.962886333,126
0.952792168,126
0.948254347,126
0.956970215,126
0.950691462,126
1.646786451,126
0.966587305,126
0.965134382,126
0.971454859,126
0.967660427,126
0.960175753,126
0.960761547,126
0.95758462,126
1.446896791,44
1.483497858,44
0.830717564,44
0.827610016,44
0.82518363,44
0.821952581,44
0.810901403,44
0.827265024,44
0.816977739,44
0.812791586,44
1.530171394,44
0.823405027,44
0.836680174,44
0.832794666,44
0.834858656,44
0.824217081,44
0.819628,44
0.824273586,44
0.821024418,44
1.548681021,44
0.838805914,44
0.833581209,44
0.828361034,44
0.827285767,44
0.831684828,44
0.824706793,44
0.8412323,44
0.83736968,44
1.5391078,44
0.838839293,44
1.106930017,7
0.756135702,7
0.76420331,7
0.752254725,7
0.752935886,7
0.755803823,7
0.764368296,7
1.505543232,7
0.785279989,7
0.781129122,7
0.785385609,7
0.78307128,7
0.775864363,7
0.778538465,7
0.781694174,7
0.784138203,7
1.51648736,7
0.787579775,7
0.78757596,7
0.789289713,7
0.793856621,7
0.78935647,7
0.787592411,7
0.793677807,7
1.521920443,7
0.796704054,7
0.803893805,7
0.7880404,7
0.790378094,7
0.787458658,7
2.211467743,146
1.173607826,146
1.160178185,146
1.924974918,146
1.181226492,146
1.190957069,146
1.183129072,146
1.189045429,146
1.186589003,146
1.186645508,146
1.177197456,146
1.189033508,146
1.930448294,146
1.181610107,146
1.184198618,146
1.19145298,146
1.191854477,146
1.191634417,146
1.177783251,146
1.17934227,146
1.96187067,146
1.219217062,146
1.232526302,146
1.238763809,146
1.255439758,146
1.252122402,146
1.231843233,146
1.226506472,146
1.216699123,146
2.0390172,146
1.526652813,90
0.873699903,90
0.885516167,90
0.883776665,90
0.867498875,90
0.873039484,90
0.873525858,90
0.872826815,90
1.698718071,90
0.888926029,90
0.875232458,90
0.885147572,90
0.884250402,90
0.87041378,90
0.876761913,90
0.868379354,90
1.681092739,90
0.893706322,90
0.875743151,90
0.89146924,90
0.884129047,90
0.878517866,90
0.874006987,90
0.882567644,90
0.883381844,90
1.704690218,90
0.889250994,90
0.890033007,90
0.883676529,90
0.878344059,90
1.268081427,44
0.836144447,44
0.846749544,44
0.834728956,44
1.654227734,44
0.845156431,44
0.844168425,44
0.840073109,44
0.858057737,44
0.860062599,44
0.865347147,44
0.862407923,44
1.684329748,44
0.878739119,44
0.871370554,44
0.872101545,44
0.868916273,44
0.866170645,44
0.863088369,44
0.863026857,44
0.873384237,44
1.710218191,44
0.879547119,44
0.877623558,44
0.880432367,44
0.878643036,44
0.871111631,44
0.883503437,44
0.870688915,44
0.868354321,44
2.282743216,59
0.872134686,59
0.872306347,59
0.87009573,59
0.860338449,59
0.878673315,59
0.873878479,59
0.865250349,59
1.714928627,59
0.88421154,59
0.872755527,59
0.878138781,59
0.880708218,59
0.87274313,59
0.87198925,59
0.869905949,59
0.871988058,59
1.753890514,59
0.883023739,59
0.878732681,59
0.875698328,59
0.868738413,59
0.867191315,59
0.875544071,59
0.867228746,59
1.749806881,59
0.895633698,59
0.87314415,59
0.897126675,59
0.899521828,59
1.219852209,7
0.8408916,7
0.846555233,7
0.848742247,7
1.735240221,7
0.855501413,7
0.85556078,7
0.861010075,7
0.853483677,7
0.853203297,7
0.848655462,7
0.850072622,7
1.760963678,7
0.874221325,7
0.869851828,7
0.857777357,7
0.857382298,7
0.86289072,7
0.854660273,7
0.865107536,7
0.85895896,7
1.784347773,7
0.876495838,7
0.87452364,7
0.869045258,7
0.869526625,7
0.866149664,7
0.86425066,7
0.874151468,7
1.78616786,7
1.786901236,447
1.400676489,447
1.401149035,447
1.393919468,447
1.398420095,447
1.401240587,447
1.387728214,447
1.396265268,447
2.368203878,447
1.429162741,447
1.416582584,447
1.451171637,447
1.444484949,447
1.437197447,447
1.439835072,447
1.430953026,447
2.384680986,447
1.443701029,447
1.444223404,447
1.445917606,447
1.448566675,447
1.434322834,447
1.436223745,447
1.439344645,447
1.426203728,447
2.419587135,447
1.457618237,447
1.458788633,447
1.440870762,447
1.449327707,447
1.143901348,13
0.87520647,13
0.872656584,13
1.847116232,13
0.900343895,13
0.89240098,13
0.89496851,13
0.881931305,13
0.885340452,13
0.892340183,13
0.886491537,13
1.851486921,13
0.903691292,13
0.900370121,13
0.896023512,13
0.908288717,13
0.894689798,13
0.89782691,13
0.896118641,13
0.890343189,13
1.908897877,13
0.910056591,13
0.913350344,13
0.910227537,13
0.909551382,13
0.900620699,13
0.902846098,13
0.89926815,13
1.90835309,13
0.913414001,13
1.047204494,10
0.897577763,10
0.895252943,10
0.905172348,10
0.898577929,10
0.886924028,10
0.890390158,10
1.891057014,10
0.906555176,10
0.903439283,10
0.902647972,10
0.895480156,10
0.904448986,10
0.893456221,10
0.894479275,10
1.900337458,10
0.904836893,10
0.901336908,10
0.904901028,10
0.903603315,10
0.905874729,10
0.898153543,10
0.897346735,10
0.892544508,10
1.919271469,10
0.912051439,10
0.910863876,10
0.912970304,10
0.910576344,10
0.911735773,10
1.195995569,6
0.902718544,6
1.951888084,6
0.946985722,6
0.938644648,6
0.934049129,6
0.92440176,6
0.928727388,6
0.925010443,6
0.922527552,6
1.970477581,6
0.934368372,6
0.931847334,6
0.937850237,6
0.935343027,6
0.935357094,6
0.934669256,6
0.929624319,6
1.989012957,6
0.944395304,6
0.947452307,6
0.944965363,6
0.941614628,6
0.939150095,6
0.935651302,6
0.929312944,6
0.931803703,6
1.983041286,6
0.947075367,6
0.944909573,6
1.044205189,7
0.934565544,7
0.93082428,7
0.927621603,7
0.93411231,7
2.018672466,7
0.938937187,7
0.935825109,7
0.937360525,7
0.935017347,7
0.935324192,7
0.939804792,7
0.940264702,7
2.024568796,7
0.948046684,7
0.943604469,7
0.948475122,7
0.941505671,7
0.940150261,7
0.950260878,7
0.945630312,7
0.942542315,7
2.042504311,7
0.952359676,7
0.950857639,7
0.942253113,7
0.953898191,7
0.939712286,7
0.949154615,7
0.952141285,7
2.474147797,16
0.968229771,16
0.948357821,16
0.95005703,16
0.963896275,16
0.954797506,16
0.949761391,16
0.953860283,16
2.063269377,16
0.967036724,16
0.971687555,16
0.967064381,16
0.959945202,16
0.961022854,16
0.955948114,16
0.958370447,16
0.959150076,16
2.086365223,16
0.976271391,16
0.971014023,16
0.960338354,16
0.971770048,16
0.963893175,16
0.956678391,16
0.964002371,16
2.126345634,16
0.992967367,16
0.981667042,16
0.978429556,16
0.982522488,16
1.81897831,49
1.069839001,49
1.073411703,49
2.208431959,49
1.081954241,49
1.087792158,49
1.078470945,49
1.086524248,49
1.082030058,49
1.107254505,49
1.078271151,49
2.210134268,49
1.095684052,49
1.093169689,49
1.084788561,49
1.322548866,49
1.081829071,49
1.086057901,49
1.080054522,49
1.074472904,49
2.279660463,49
1.093830585,49
1.089534044,49
1.09545517,49
1.084237814,49
1.085752964,49
1.09003067,49
1.092752218,49
2.251363277,49
1.104647398,49
0.977425575,6
0.966999531,6
0.968697309,6
0.985316038,6
0.982865572,6
0.986490965,6
2.18477726,6
1.001703739,6
0.990719318,6
0.994175673,6
0.99350214,6
0.991460562,6
0.998635292,6
1.041346073,6
2.193961143,6
1.004610062,6
0.997808218,6
0.99696207,6
0.997795582,6
0.995656013,6
0.988284588,6
0.992497921,6
2.220630407,6
1.008910418,6
1.010594368,6
0.995164633,6
1.007528305,6
0.996269464,6
0.999186993,6
0.997964621,6
1.776129484,103
2.319010019,103
1.109359264,103
1.110810995,103
1.11310482,103
1.115369081,103
1.11946249,103
1.115891933,103
1.09979558,103
2.307857037,103
1.1311028,103
1.117154837,103
1.108904123,103
1.116942406,103
1.118524075,103
1.125269175,103
1.122761726,103
2.364209652,103
1.145931721,103
1.134310484,103
1.143327951,103
1.14275527,103
1.134306431,103
1.120196819,103
1.122823238,103
2.374075651,103
1.150763035,103
1.13459754,103
1.144389391,103
1.13018918,103
